"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 16 15:21:15 GMT 2022","Wed Mar 16 15:21:16 GMT 2022","671","webkit","counting_questions.spec.js","User can see the number of the saved questions","","","No questions",""
"passed","Wed Mar 16 15:20:31 GMT 2022","Wed Mar 16 15:20:32 GMT 2022","331","chromium","removing_questions.spec.js","User can remove saved questions","","","Removing empty list",""
"passed","Wed Mar 16 15:20:47 GMT 2022","Wed Mar 16 15:20:48 GMT 2022","627","firefox","showing_tooltips.spec.js","User can see informers while using interface","","","Question maker tooltip",""
"passed","Wed Mar 16 15:20:30 GMT 2022","Wed Mar 16 15:20:30 GMT 2022","245","chromium","creating_questions.spec.js","User can save new question in the list","","","Answer field is required",""
"passed","Wed Mar 16 15:21:11 GMT 2022","Wed Mar 16 15:21:13 GMT 2022","2250","firefox","sorting_questions.spec.js","User can sort existent questions","","","Empty list sorting",""
"passed","Wed Mar 16 15:21:20 GMT 2022","Wed Mar 16 15:21:21 GMT 2022","817","webkit","removing_questions.spec.js","User can remove saved questions","","","Removing multiple questions",""
"passed","Wed Mar 16 15:20:29 GMT 2022","Wed Mar 16 15:20:30 GMT 2022","250","chromium","creating_questions.spec.js","User can save new question in the list","","","Question field is required",""
"passed","Wed Mar 16 15:21:24 GMT 2022","Wed Mar 16 15:21:25 GMT 2022","570","webkit","showing_tooltips.spec.js","User can see informers while using interface","","","Question maker tooltip",""
"passed","Wed Mar 16 15:20:46 GMT 2022","Wed Mar 16 15:20:47 GMT 2022","615","firefox","showing_tooltips.spec.js","User can see informers while using interface","","","Questions tooltip",""
"passed","Wed Mar 16 15:20:32 GMT 2022","Wed Mar 16 15:20:32 GMT 2022","429","chromium","reviewing_questions.spec.js","User can review saved questions","","","Reviewing answer within multiple questions",""
"failed","Wed Mar 16 15:21:07 GMT 2022","Wed Mar 16 15:21:10 GMT 2022","2897","firefox","sorting_questions.spec.js","User can sort existent questions","","","Numerical sorting",""
"passed","Wed Mar 16 15:20:42 GMT 2022","Wed Mar 16 15:20:42 GMT 2022","594","firefox","removing_questions.spec.js","User can remove saved questions","","","Removing single question",""
"passed","Wed Mar 16 15:21:23 GMT 2022","Wed Mar 16 15:21:24 GMT 2022","693","webkit","reviewing_questions.spec.js","User can review saved questions","","","Hiding answer after expanding it",""
"passed","Wed Mar 16 15:20:31 GMT 2022","Wed Mar 16 15:20:31 GMT 2022","355","chromium","removing_questions.spec.js","User can remove saved questions","","","Removing multiple questions",""
"passed","Wed Mar 16 15:20:39 GMT 2022","Wed Mar 16 15:20:40 GMT 2022","487","firefox","creating_questions.spec.js","User can save new question in the list","","","Question field is required",""
"passed","Wed Mar 16 15:20:38 GMT 2022","Wed Mar 16 15:20:38 GMT 2022","632","firefox","counting_questions.spec.js","User can see the number of the saved questions","","","No questions",""
"passed","Wed Mar 16 15:21:22 GMT 2022","Wed Mar 16 15:21:23 GMT 2022","899","webkit","reviewing_questions.spec.js","User can review saved questions","","","Reviewing answer within multiple questions",""
"passed","Wed Mar 16 15:20:33 GMT 2022","Wed Mar 16 15:20:33 GMT 2022","282","chromium","showing_tooltips.spec.js","User can see informers while using interface","","","Question maker tooltip",""
"passed","Wed Mar 16 15:20:30 GMT 2022","Wed Mar 16 15:20:30 GMT 2022","431","chromium","creating_questions.spec.js","User can save new question in the list","","","Adding more questions to the list",""
"passed","Wed Mar 16 15:21:18 GMT 2022","Wed Mar 16 15:21:19 GMT 2022","1001","webkit","creating_questions.spec.js","User can save new question in the list","","","Creating first question",""
